id_cliente,fecha_alta,canal_alta,tienda_alta,genero,edad,provincia,acepta_marketing,email
CLI04309,2022-10-07,Tienda,T25,M,32.0,Mendoza,True,lautarofernandez@example.com
CLI04310,2022-01-19,Online,,F,44.0,Neuquen,False,zacosta@example.org
CLI04311,2022-10-26,Sucursal,T23,F,46.0,Cordoba,True,guadalupe04@example.net
CLI04312,2022-11-22,Tienda,T15,F,54.0,CABA,True,ramosemilia@example.org
CLI04313,2024-09-21,Tienda,T21,M,41.0,Salta,True,chavezthiago@example.net
CLI04314,2025-12-27,Online,,F,18.0,Buenos Aires,False,rodriguezbruno@example.org
CLI04315,2023-03-24,Tienda,T22,F,40.0,Neuquen,True,juan-ignacio50@example.org
CLI04316,2025-12-04,Tienda,T05,M,40.0,Neuquen,True,molinacandelaria@example.net
CLI04317,2024-04-25,Online,,,39.0,Neuquen,False,facundogomez@example.net
CLI04318,2025-07-03,Tienda,T11,M,48.0,Buenos Aires,True,agustinmedina@example.org
CLI04319,2024-06-10,Tienda,T22,F,36.0,Santa Fe,False,thiago-leonelaguirre@example.com
CLI04320,2023-08-21,Tienda,T22,M,56.0,Santa Fe,True,santino26@example.org
CLI04321,2025-09-17,Online,,M,36.0,Tucuman,False,ulopez@example.org
CLI04322,2025-07-22,Tienda,T12,M,60.0,Tucuman,False,mia79@example.org
CLI04323,2025-12-24,Tienda,T01,M,25.0,Neuquen,False,pereyramaximiliano@example.net
CLI04324,2025-06-25,Tienda,T08,F,18.0,Santa Fe,False,jrivero@example.net
CLI04325,2024-03-19,Sucursal,T21,M,27.0,Buenos Aires,True,isabellaalvarez@example.com
CLI04326,2025-03-27,Tienda,T22,F,80.0,Entre Rios,False,juanagarcia@example.org
CLI04327,2025-06-12,Tienda,T21,,37.0,Mendoza,True,sosaciro@example.net
CLI04328,2022-11-14,Tienda,S24,M,39.0,Santa Fe,True,luanalopez@example.com
CLI04329,2022-11-11,Online,,F,44.0,Salta,False,gomezfacundo@example.org
CLI04330,2024-03-04,Tienda,T25,F,34.0,Neuquen,True,figueroabenicio@example.org
CLI04331,2022-02-09,Tienda,T06,F,44.0,Mendoza,True,abigail34@example.com
CLI04332,2023-10-31,Online,,M,42.0,Cordoba,False,renata60@example.org
CLI04333,2024-02-03,Sucursal,T07,M,69.0,Tucuman,True,grodriguez@example.net
CLI04334,2025-12-11,Online,,M,57.0,Neuquen,True,gaelmartinez@example.org
CLI04335,2024-12-22,Sucursal,T26,M,44.0,Salta,True,guzmanagostina@example.org
CLI04336,2022-12-18,Online,,,50.0,Salta,True,msilva@example.com
CLI04337,2025-10-08,Tienda,T01,X,132.0,Buenos Aires,False,jmedina@example.com
CLI04338,2024-10-24,Online,,,25.0,Cordoba,True,tomasgonzalez@example.com
CLI04339,2024-03-01,Tienda,T23,M,56.0,Cordoba,True,wcordoba@example.com
CLI04340,2024-07-23,Sucursal,T12,M,32.0,Buenos Aires,True,leon99@example.net
CLI04341,2024-03-05,Tienda,T28,F,52.0,Salta,True,lucerovalentino@example.com
CLI04342,2025-12-12,Tienda,T07,M,42.0,CABA,True,srodriguez@example.com
CLI04343,2023-08-09,Tienda,T10,M,53.0,Entre Rios,False,mmartinez@example.org
CLI04344,2024-01-17,Online,,F,60.0,CABA,True,llopez@example.org
CLI04345,2023-09-27,Tienda,T08,F,49.0,Neuquen,False,zvillalba@example.net
CLI04346,2024-02-02,Online,,M,34.0,Cordoba,True,acostamateo-joaquin@example.org
CLI04347,2022-07-22,Tienda,T28,F,36.0,Salta,True,nruiz@example.com
CLI04348,2023-06-04,Online,,F,48.0,Mendoza,True,gonzalezjuan-gabriel@example.org
CLI04349,2025-07-27,Tienda,T09,F,,Salta,False,felipe53@example.net
CLI04350,2024-09-10,Online,,M,35.0,Tucuman,True,floresalvaro@example.org
CLI04351,2025-10-06,Tienda,T28,F,39.0,Mendoza,True,wfernandez@example.net
CLI04352,2024-03-28,Tienda,T03,M,36.0,Mendoza,False,renata82@example.net
CLI04353,2022-08-19,Tienda,T16,F,48.0,CABA,False,wperalta@example.com
CLI04354,2024-07-25,Tienda,T08,F,34.0,Mendoza,True,victoriagutierrez@example.com
CLI04355,2022-01-31,Online,,F,42.0,Tucuman,True,agostina11@example.net
CLI04356,2025-04-23,Tienda,T14,F,30.0,Buenos Aires,False,lopezkiara@example.com
CLI04357,2024-09-18,Tienda,T12,F,18.0,Entre Rios,True,emiliaarias@example.net
CLI04358,2023-02-26,Online,,F,12.0,Cordoba,True,sanchezclara@example.net
CLI04359,2024-06-07,Online,,M,54.0,Entre Rios,True,francisco69@example.org
CLI04360,2024-05-29,Tienda,T21,F,34.0,Salta,True,luca85@example.com
CLI04361,2025-10-07,Online,,F,52.0,Buenos Aires,False,simon34@example.com
CLI04362,2024-01-12,Tienda,T22,F,45.0,Buenos Aires,True,vegadelfina@example.net
CLI04363,2025-08-31,Online,,F,24.0,Santa Fe,True,etorres@example.net
CLI04364,2024-11-20,Tienda,T26,F,57.0,Neuquen,True,jeremias57@example.org
CLI04365,2025-09-30,Tienda,T26,F,18.0,Buenos Aires,True,juan-ignaciopereyra@example.com
CLI04366,2022-08-10,Online,,M,40.0,Buenos Aires,True,camilarojas@example.net
CLI04367,2025-03-18,Tienda,T15,M,51.0,Salta,True,lacuna@example.net
CLI04368,2025-10-28,Tienda,T15,M,25.0,Mendoza,True,dante97@example.com
CLI04369,2023-10-27,Tienda,T08,F,63.0,Tucuman,False,qmedina@example.org
CLI04370,2022-01-03,Tienda,T25,M,32.0,Neuquen,True,valentina-farias@example.com
CLI04371,2023-01-13,Online,,M,58.0,Cordoba,False,cbenitez
CLI04372,2024-03-18,Online,,X,,Buenos Aires,False,vicente83@example.org
CLI04373,2023-09-03,Tienda,T15,X,50.0,Mendoza,True,lautaro-gabrielbustos@example.net
CLI04374,2023-05-21,Tienda,T03,M,40.0,Mendoza,True,efernandez@example.com
CLI04375,2024-08-09,Tienda,T05,F,74.0,CABA,True,matildacruz@example.com
CLI04376,2025-05-09,Tienda,T05,F,47.0,Tucuman,True,felipegutierrez@example.net
CLI04377,2022-10-04,Sucursal,T15,F,55.0,Entre Rios,True,perezthiago-gabriel@example.org
CLI04378,2023-07-03,Tienda,T04,F,51.0,CABA,False,ealvarez@example.net
CLI04379,2022-09-14,Online,,,44.0,Mendoza,False,pmartinez
CLI04380,2022-01-29,Sucursal,T12,F,,Entre Rios,True,rodriguezcatalina@example.com
CLI04381,2024-11-08,Online,,M,47.0,Buenos Aires,True,mmansilla@example.org
CLI04382,2025-10-03,Tienda,T03,M,55.0,Cordoba,False,xpaez@example.org
CLI04383,2024-07-22,Online,,F,54.0,Neuquen,False,ciro66@example.net
CLI04384,2025-09-03,Tienda,T13,,,Neuquen,True,molinapaloma@example.org
CLI04385,2025-08-22,Online,,M,39.0,Santa Fe,True,maximiliano17@example.com
CLI04386,2024-10-16,Tienda,T09,M,51.0,CABA,True,wdominguez@example.org
CLI04387,2025-06-18,Online,,M,,Neuquen,False,lrodriguez@example.net
CLI04388,2023-06-09,Tienda,T10,F,41.0,Buenos Aires,True,maite44@example.net
CLI04389,2024-04-24,Online,,M,18.0,Cordoba,True,candelaria17@example.com
CLI04390,2023-01-21,Tienda,T17,F,32.0,CABA,True,diazezequiel@example.net
CLI04391,2022-09-17,Tienda,T04,F,39.0,Tucuman,True,icardozo@example.org
CLI04392,2025-08-23,Sucursal,T01,F,22.0,Buenos Aires,True,vromero@example.com
CLI04393,2025-08-25,Tienda,T13,F,25.0,Mendoza,True,emiliasosa
CLI04394,2025-02-25,Tienda,T02,M,55.0,Neuquen,True,sofiacordoba@example.com
CLI04395,2022-11-09,Tienda,T23,F,49.0,Entre Rios,True,catalina16@example.com
CLI04396,2025-08-23,Tienda,T15,M,57.0,Entre Rios,True,martina25@example.com
CLI04397,2022-11-29,Online,,F,58.0,Santa Fe,False,bastian60@example.com
CLI04398,2023-03-20,Online,,M,51.0,Buenos Aires,True,salvador93@example.net
CLI04399,2022-12-20,Online,,F,53.0,Cordoba,False,toledojuan-martin@example.net
CLI04400,2022-11-08,Tienda,T07,,46.0,Entre Rios,True,maria-victoriarivero
CLI04401,2024-01-27,Online,,M,60.0,Santa Fe,False,isabella46@example.com
CLI04402,2023-04-17,Sucursal,T05,F,20.0,Salta,True,ramiro84@example.org
CLI04403,2024-07-01,Tienda,T07,M,39.0,Santa Fe,False,vvargas@example.org
CLI04404,2023-05-11,Tienda,T21,M,56.0,Cordoba,True,toledobianca@example.net
CLI04405,2022-11-14,Online,,M,54.0,Entre Rios,True,sosaalvaro@example.org
CLI04406,2023-02-11,Tienda,T05,F,,Santa Fe,True,ugarcia@example.net
CLI04407,2022-05-27,Online,,F,37.0,CABA,True,dvelazquez@example.net
CLI04408,2024-08-03,Tienda,T06,F,54.0,Neuquen,False,victoria56@example.org
CLI04409,2024-06-25,Online,,F,39.0,Mendoza,False,medinaguadalupe@example.com
CLI04410,2025-03-05,Online,,M,26.0,Buenos Aires,True,riverodylan@example.com
CLI04411,2025-06-16,Online,,M,58.0,Mendoza,True,martinezvalentino@example.net
CLI04412,2025-06-29,Online,,F,36.0,Cordoba,True,gonzalezjeronimo@example.org
CLI04413,2024-07-14,Tienda,T08,F,44.0,Salta,True,francisca33@example.org
CLI04414,2023-10-03,Tienda,T13,M,19.0,Cordoba,True,mora51@example.com
CLI04415,2025-08-13,Online,,M,18.0,Buenos Aires,True,qguzman@example.org
CLI04416,2025-11-28,Online,,F,48.0,Salta,True,fernandezjuana@example.org
CLI04417,2022-01-28,Tienda,T22,F,65.0,Neuquen,True,martina09@example.org
CLI04418,2022-05-15,Online,,F,18.0,Salta,True,isabellapaz@example.com
CLI04419,2022-01-25,Sucursal,T17,M,35.0,Salta,True,ubravo@example.com
CLI04420,2024-02-18,Tienda,T24,F,50.0,Tucuman,True,cabrerabautista@example.com
CLI04421,2023-08-24,Online,,,44.0,CABA,True,kdiaz@example.com
CLI04422,2025-08-24,Online,,F,43.0,Cordoba,True,peraltacatalina@example.net
CLI04423,2025-12-20,Tienda,T08,M,41.0,Buenos Aires,False,vfernandez@example.com
CLI04424,2022-08-12,Tienda,T21,M,28.0,Buenos Aires,True,fsilva@example.com
CLI04425,2023-10-24,Online,,M,57.0,Santa Fe,True,josefina96
CLI04426,2025-11-28,Tienda,T09,M,55.0,Entre Rios,True,godoyjulia@example.net
CLI04427,2024-01-17,Online,,F,47.0,Neuquen,True,isabella71@example.net
CLI04428,2023-06-19,Tienda,T01,M,18.0,Cordoba,True,catalina74@example.org
CLI04429,2022-09-12,Online,,F,65.0,Salta,True,tmaidana@example.com
CLI04430,2025-08-29,Tienda,T13,,41.0,Entre Rios,True,julia70@example.net
CLI04431,2022-10-30,Online,,M,,Salta,True,lopezdylan-ezequiel
CLI04432,2024-12-06,Online,,F,69.0,Neuquen,True,coronelemiliano@example.com
CLI04433,2025-01-02,Tienda,T25,F,,Salta,False,coronelthiago-benjamin@example.net
CLI04434,2023-06-02,Online,,M,41.0,CABA,True,kgonzalez@example.net
CLI04435,2024-07-18,Tienda,T16,M,57.0,Cordoba,True,julieta62@example.com
CLI04436,2023-02-10,Online,,F,50.0,Buenos Aires,False,gjuarez@example.net
CLI04437,2025-09-07,Tienda,T07,M,34.0,CABA,False,opaz@example.com
CLI04438,2024-02-22,Online,,M,44.0,Tucuman,True,agustin92@example.com
CLI04439,2025-09-17,Tienda,T22,F,18.0,Entre Rios,True,mherrera@example.com
CLI04440,2024-10-20,Tienda,T04,M,20.0,CABA,True,torresian-benjamin
CLI04441,2024-10-01,Tienda,T05,F,,Tucuman,True,catalina88@example.com
CLI04442,2022-11-12,Online,,M,62.0,Tucuman,True,fernandezgeronimo@example.net
CLI04443,2025-03-07,Online,,M,,Neuquen,False,quirogavalentina@example.net
CLI04444,2022-03-31,Online,,F,59.0,Tucuman,True,floresangelina@example.net
CLI04445,2025-06-02,Online,,M,44.0,CABA,True,diazfelipe@example.org
CLI04446,2023-08-19,Tienda,T20,F,67.0,Santa Fe,True,salvador79@example.net
CLI04447,2022-05-22,Online,,M,37.0,Tucuman,False,mateo-valentin86@example.com
CLI04448,2022-06-05,Online,,,83.0,Entre Rios,True,agustincardozo@example.net
CLI04449,2024-05-30,Online,,F,48.0,Tucuman,True,benitezfrancisco@example.com
CLI04450,2025-07-14,Online,,F,39.0,Santa Fe,True,herreraguillermina@example.org
CLI04451,2024-08-07,Online,,F,45.0,Santa Fe,True,aflores@example.com
CLI04452,2025-06-18,Online,,F,18.0,Buenos Aires,False,delfinarodriguez@example.net
CLI04453,2025-10-18,Online,,M,47.0,Entre Rios,True,rojasfederico@example.com
CLI04454,2023-06-26,Tienda,T15,F,37.0,Tucuman,False,lucerodylan-benjamin@example.org
CLI04455,2025-06-06,Tienda,T16,X,49.0,Mendoza,True,romerosebastian@example.org
CLI04456,2024-01-13,Online,,F,,Tucuman,False,mateo-joaquinalvarez@example.org
CLI04457,2024-02-22,Tienda,T16,M,18.0,Tucuman,False,genaroramos@example.org
CLI04458,2025-11-13,Online,,M,18.0,Tucuman,True,ledesmaciro@example.net
CLI04459,2024-11-14,Online,,F,33.0,Salta,True,emartin@example.com
CLI04460,2023-10-11,Tienda,T24,F,24.0,CABA,True,poncetomas@example.com
CLI04461,2023-01-02,Tienda,T25,M,54.0,Mendoza,True,rlopez@example.org
CLI04462,2023-11-17,Tienda,T14,M,27.0,Entre Rios,True,sara46@example.com
CLI04463,2025-01-27,Online,,F,48.0,Mendoza,True,bautistafernandez
CLI04464,2023-10-16,Online,,F,39.0,Salta,True,rojasvalentina@example.org
CLI04465,2025-03-19,Online,,F,63.0,Mendoza,False,brivero@example.com
CLI04466,2024-06-18,Tienda,T09,F,43.0,Buenos Aires,True,catalina05@example.org
CLI04467,2022-01-01,Online,,M,,Buenos Aires,True,juan-ignacio24@example.net
CLI04468,2025-07-14,Tienda,T20,M,27.0,Neuquen,True,gomezluciana@example.com
CLI04469,2024-01-26,Tienda,T24,,47.0,Tucuman,True,zgomez@example.net
CLI04470,2024-01-13,Tienda,T19,M,51.0,Buenos Aires,True,milagros59@example.net
CLI04471,2022-08-24,Tienda,T22,F,40.0,Santa Fe,True,luz-mariaalvarez@example.net
CLI04472,2023-09-20,Tienda,T24,F,52.0,Buenos Aires,True,amparosoria
CLI04473,2024-05-04,Tienda,T13,M,27.0,Salta,True,sanchezvictoria@example.org
CLI04474,2022-07-09,Tienda,T27,M,39.0,Buenos Aires,False,thiago-benjaminfernandez@example.org
CLI04475,2025-04-21,Online,,M,,Santa Fe,False,alvaro46@example.net
CLI04476,2022-11-04,Online,,M,,Buenos Aires,True,lola71@example.org
CLI04477,2024-03-27,Online,,F,59.0,Neuquen,True,pperez@example.net
CLI04478,2025-12-22,Online,,F,51.0,Tucuman,False,tomasalvarez@example.com
CLI04479,2023-05-24,Online,,F,33.0,Neuquen,False,emilia74@example.net
CLI04480,2023-12-11,Tienda,T10,M,5.0,Cordoba,False,descobar
CLI04481,2025-10-18,Online,,F,41.0,Santa Fe,True,facundoluna@example.org
CLI04482,2022-04-16,Tienda,T17,X,,Mendoza,False,juan-bautistarodriguez@example.org
CLI04483,2022-12-09,Online,,X,36.0,Buenos Aires,True,joaquinnavarro@example.net
CLI04484,2023-03-25,Tienda,T15,F,26.0,Salta,False,dantecruz@example.org
CLI04485,2022-04-18,Online,,M,52.0,Neuquen,True,valentin15@example.org
CLI04486,2025-11-08,Tienda,T21,M,44.0,Tucuman,True,tomasgomez@example.net
CLI04487,2025-10-09,Tienda,T27,M,46.0,Mendoza,False,sojeda@example.org
CLI04488,2025-07-21,Tienda,T06,M,53.0,Entre Rios,True,felipe16@example.com
CLI04489,2025-06-21,Online,,M,18.0,Tucuman,False,romerocandelaria@example.com
CLI04490,2024-03-30,Tienda,T20,M,42.0,CABA,True,castillosara@example.com
CLI04491,2025-09-04,Online,,F,38.0,Neuquen,True,martinezmartina@example.net
CLI04492,2024-11-24,Tienda,T26,M,51.0,Buenos Aires,False,sromero@example.org
CLI04493,2024-10-31,Tienda,T20,F,49.0,Buenos Aires,False,valentin90@example.net
CLI04494,2022-03-03,Tienda,S16,F,49.0,Buenos Aires,False,valentin23@example.net
CLI04495,2023-01-05,Online,,F,60.0,Tucuman,True,bmolina@example.org
CLI04496,2023-04-09,Tienda,T10,F,18.0,Cordoba,False,garciaignacio@example.org
CLI04497,2022-12-09,Online,,M,27.0,Cordoba,True,morena33@example.org
CLI04498,2022-03-04,Online,,M,59.0,Salta,True,pilarperez@example.net
CLI04499,2023-11-29,Online,,F,62.0,Neuquen,True,egimenez@example.net
CLI04500,2024-01-23,Tienda,T21,F,30.0,CABA,True,ygomez@example.org
CLI04501,2024-08-05,Online,,M,57.0,Cordoba,True,morenojuana@example.net
CLI04502,2024-04-06,Tienda,T06,M,,CABA,True,sanchezjosefina
CLI04503,2023-07-10,Online,,M,22.0,Mendoza,True,jsilva@example.org
CLI04504,2025-01-19,Tienda,T16,F,33.0,Mendoza,True,lucas-ezequiel34@example.org
CLI04505,2025-12-22,Tienda,T01,M,46.0,CABA,False,icaceres@example.net
CLI04506,2023-05-05,Online,,M,41.0,Neuquen,True,verajuan-ignacio@example.org
CLI04507,2022-05-09,Tienda,T09,X,67.0,Entre Rios,True,valentina-jazmin87@example.com
CLI04508,2022-05-23,Online,,F,50.0,Santa Fe,True,julietachavez@example.com
CLI04509,2025-08-08,Online,,,54.0,Santa Fe,True,herreraluana@example.net
CLI04510,2023-12-22,Online,,F,32.0,CABA,True,pereyravictoria@example.org
CLI04511,2024-09-09,Tienda,T09,F,24.0,Salta,True,nramirez
CLI04512,2025-10-08,Tienda,T02,F,33.0,CABA,True,lorenzo83@example.com
CLI04513,2022-10-04,Online,,F,61.0,Buenos Aires,False,sara99@example.org
CLI04514,2025-12-07,Tienda,T13,M,12.0,CABA,False,qrodriguez@example.com
CLI04515,2024-02-14,Tienda,T23,M,30.0,Cordoba,True,igonzalez@example.com
CLI04516,2023-12-28,Tienda,T15,M,40.0,CABA,True,gabriel89@example.net
CLI04517,2022-06-28,Tienda,S12,F,,Cordoba,False,emiliaperez@example.org
CLI04518,2022-01-04,Online,,M,60.0,Mendoza,False,augustodiaz@example.net
CLI04519,2022-07-08,Tienda,T14,F,24.0,Cordoba,True,santiago-nicolasperez@example.org
CLI04520,2023-09-15,Online,,M,54.0,Santa Fe,True,rlucero@example.com
CLI04521,2022-08-26,Sucursal,T07,M,60.0,Cordoba,True,colivera@example.net
CLI04522,2024-01-10,Tienda,T10,M,23.0,Buenos Aires,True,sflores@example.net
CLI04523,2024-12-27,Online,,M,,Mendoza,False,juan-sebastian95@example.org
CLI04524,2023-12-05,Tienda,T05,M,52.0,Neuquen,True,gomezmorena@example.net
CLI04525,2023-05-30,Tienda,T05,M,61.0,Neuquen,True,bautista65@example.net
CLI04526,2023-05-03,Tienda,T28,F,34.0,Salta,True,lmaidana@example.org
CLI04527,2022-04-26,Tienda,T08,M,27.0,CABA,True,agustin53@example.com
CLI04528,2024-04-24,Tienda,T23,,46.0,Salta,True,suarezisabella@example.com
CLI04529,2022-06-24,Online,,M,59.0,Mendoza,False,martinjuan-ignacio@example.com
CLI04530,2025-04-13,Tienda,T09,F,26.0,Buenos Aires,True,martina28@example.com
CLI04531,2025-01-11,Tienda,T11,,30.0,Cordoba,False,camposjazmin@example.org
CLI04532,2023-11-22,Tienda,T23,F,58.0,Entre Rios,True,zmartinez@example.net
CLI04533,2024-03-11,Online,,F,44.0,Mendoza,True,plucero@example.com
CLI04534,2024-06-24,Tienda,T25,M,30.0,Tucuman,False,ciro-benjaminvelazquez@example.com
CLI04535,2025-07-27,Online,,F,42.0,CABA,True,maximodominguez@example.org
CLI04536,2025-04-21,Tienda,T18,F,48.0,Neuquen,True,emiliasilva@example.com
CLI04537,2025-03-25,Tienda,T26,M,56.0,Entre Rios,True,acunaluz-maria@example.com
CLI04538,2022-12-12,Tienda,T18,M,46.0,Tucuman,False,sofia82@example.net
CLI04539,2025-02-03,Tienda,T18,F,41.0,Mendoza,True,guadalupe86@example.com
CLI04540,2024-07-08,Tienda,T21,,18.0,Santa Fe,True,cbenitez@example.com
CLI04541,2022-02-14,Tienda,S16,M,,Cordoba,False,poncebenicio@example.net
CLI04542,2023-06-10,Tienda,T14,M,49.0,Neuquen,True,feliperomero@example.org
CLI04543,2024-08-31,Online,,F,44.0,Buenos Aires,True,paloma98@example.com
CLI04544,2024-05-27,Tienda,T20,F,42.0,CABA,True,ksosa@example.com
CLI04545,2025-06-05,Online,,F,43.0,CABA,False,rsanchez
CLI04546,2024-09-23,Online,,F,55.0,Cordoba,True,bcorrea@example.net
CLI04547,2024-04-16,Tienda,T19,M,36.0,Buenos Aires,True,lautaro36@example.net
CLI04548,2025-10-21,Online,,F,25.0,Neuquen,True,santiagocardozo@example.com
CLI04549,2024-09-06,Online,,M,54.0,Entre Rios,True,oliviacoronel@example.org
CLI04550,2024-06-03,Tienda,T02,F,36.0,Salta,True,lolafernandez@example.net
CLI04551,2025-01-26,Online,,F,38.0,Neuquen,True,avilajosefina@example.com
CLI04552,2025-05-08,Tienda,T19,F,48.0,Santa Fe,True,gomezfederico@example.com
CLI04553,2024-05-27,Sucursal,T09,F,38.0,Salta,False,juanaperez
CLI04554,2023-07-09,Tienda,T16,M,,Tucuman,True,leonpereyra@example.org
CLI04555,2025-01-30,Sucursal,T20,M,26.0,Mendoza,True,lucianagodoy@example.com
CLI04556,2022-01-02,Tienda,T19,F,60.0,Santa Fe,True,fmorales@example.com
CLI04557,2023-07-12,Online,,M,,Tucuman,False,valentino97@example.org
CLI04558,2023-04-26,Tienda,T09,F,60.0,CABA,False,santinobenitez@example.net
CLI04559,2022-10-02,Tienda,S11,M,24.0,Buenos Aires,True,fernandezfelipe@example.net
CLI04560,2024-07-14,Tienda,T12,F,31.0,Cordoba,True,uquiroga@example.net
CLI04561,2024-05-18,Tienda,T09,F,35.0,Salta,True,duartevalentin@example.org
CLI04562,2023-04-11,Tienda,T14,M,54.0,Neuquen,True,lbustos@example.com
CLI04563,2025-07-12,Online,,M,44.0,Cordoba,True,ignaciogonzalez@example.net
CLI04564,2025-06-29,Tienda,T15,M,35.0,Entre Rios,True,sdominguez@example.com
CLI04565,2024-10-14,Tienda,T11,F,24.0,Entre Rios,False,ediaz@example.net
CLI04566,2023-10-05,Online,,M,55.0,Santa Fe,True,emilianocaceres@example.com
CLI04567,2025-01-21,Tienda,T18,M,42.0,Entre Rios,True,nicolasgomez@example.com
CLI04568,2023-10-21,Online,,F,47.0,CABA,False,thiago86@example.com
CLI04569,2024-10-23,Tienda,T23,M,39.0,Tucuman,True,valentinsanchez@example.net
CLI04570,2024-04-28,Online,,F,34.0,CABA,True,kalvarez@example.org
CLI04571,2024-07-11,Tienda,T26,F,51.0,Cordoba,True,benjamingutierrez@example.org
CLI04572,2023-06-20,Online,,M,46.0,Salta,False,iavila@example.com
CLI04573,2024-12-19,Tienda,T18,M,57.0,Mendoza,True,catalina45@example.org
CLI04574,2022-02-28,Tienda,T19,M,,Salta,True,vfernandez@example.net
CLI04575,2024-10-25,Tienda,T16,F,22.0,Cordoba,True,olopez
CLI04576,2025-04-19,Online,,M,52.0,Buenos Aires,True,acostafacundo@example.net
CLI04577,2023-01-02,Tienda,T22,M,42.0,Buenos Aires,True,juan-cruzroldan@example.net
CLI04578,2024-12-21,Tienda,T10,M,38.0,Cordoba,True,cabrerabenjamin@example.net
CLI04579,2023-03-01,Tienda,T02,X,18.0,Neuquen,False,ferreyrafrancisco@example.net
CLI04580,2024-12-26,Tienda,T17,F,29.0,Santa Fe,True,francescabravo@example.net
CLI04581,2024-08-29,Sucursal,T27,F,44.0,Cordoba,False,juan-manuelvazquez@example.net
CLI04582,2025-02-14,Tienda,T21,M,33.0,Santa Fe,True,victoria93@example.com
CLI04583,2024-10-26,Tienda,T01,F,,Cordoba,True,martinabarrios@example.net
CLI04584,2024-09-03,Online,,F,50.0,Mendoza,True,guillermina63@example.org
CLI04585,2023-03-31,Tienda,T19,F,41.0,Entre Rios,False,diaztiziana@example.com
CLI04586,2022-08-31,Online,,M,28.0,Mendoza,False,ledesmajoaquin@example.com
CLI04587,2022-12-01,Online,,M,47.0,Tucuman,True,luciagomez@example.net
CLI04588,2024-08-28,Online,,F,47.0,Neuquen,True,luz-mariacorrea
CLI04589,2024-06-20,Tienda,T19,F,38.0,CABA,True,alma12@example.net
CLI04590,2025-02-06,Tienda,T14,F,18.0,Tucuman,True,isabellacaceres@example.net
CLI04591,2024-07-25,Online,,M,24.0,Tucuman,True,dylan-ezequielvega@example.org
CLI04592,2023-12-30,Online,,F,53.0,Salta,False,tizianorodriguez@example.com
CLI04593,2025-07-12,Tienda,T02,F,38.0,Salta,True,benjamin92@example.net
CLI04594,2023-04-20,Online,,F,18.0,Santa Fe,True,kvega@example.com
CLI04595,2025-11-15,Tienda,T18,,39.0,CABA,True,micaela39@example.com
CLI04596,2024-08-24,Online,,M,42.0,Santa Fe,True,elena89@example.org
CLI04597,2023-04-10,Tienda,T24,F,50.0,Salta,True,zmartin@example.org
CLI04598,2022-06-30,Online,,F,47.0,Entre Rios,True,villalbadante@example.org
CLI04599,2025-09-05,Tienda,T02,M,47.0,CABA,False,rojassofia@example.com
CLI04600,2022-10-05,Tienda,T26,F,30.0,Salta,True,moralesbenjamin-alejandro@example.com
CLI04601,2024-03-10,Online,,M,,Cordoba,True,medinabenjamin@example.net
CLI04602,2023-04-04,Tienda,T14,F,33.0,Entre Rios,False,zquiroga
CLI04603,2023-02-11,Online,,M,60.0,Santa Fe,True,bianca37@example.net
CLI04604,2022-01-20,Online,,M,20.0,Tucuman,True,lopezsantino@example.com
CLI04605,2025-07-18,Online,,X,54.0,Tucuman,True,priscilatorres@example.com
CLI04606,2023-08-24,Online,,M,20.0,Mendoza,True,valentina-76@example.org
CLI04607,2023-10-25,Tienda,T08,M,23.0,Salta,True,garcialorenzo@example.net
CLI04608,2025-03-30,Tienda,T18,F,43.0,Entre Rios,False,facundomunoz@example.net
CLI04609,2025-12-02,Tienda,T08,,30.0,Santa Fe,True,thiago-nahuel32@example.net
CLI04610,2022-08-21,Tienda,S01,M,38.0,Cordoba,True,ignacio64@example.net
CLI04611,2022-05-17,Tienda,S06,F,25.0,Mendoza,True,angel-gabriel83@example.com
CLI04612,2025-12-03,Sucursal,T13,M,43.0,Santa Fe,False,emma86@example.org
CLI04613,2025-01-23,Tienda,T04,F,53.0,Buenos Aires,True,cacereslucia
CLI04614,2022-07-21,Tienda,T05,F,21.0,Cordoba,True,isabellamolina@example.org
CLI04615,2022-09-21,Online,,M,49.0,Neuquen,False,thiago62@example.com
CLI04616,2024-11-12,Tienda,T22,M,46.0,Salta,True,lucas37@example.net
CLI04617,2022-12-27,Online,,M,52.0,Entre Rios,True,toledosantino-benjamin@example.com
CLI04618,2024-09-25,Tienda,T25,M,18.0,Mendoza,True,matiasacosta@example.net
CLI04619,2023-05-26,Tienda,T13,M,54.0,Santa Fe,False,grodriguez@example.net
CLI04620,2024-09-05,Tienda,T21,F,25.0,Mendoza,True,perezfausto@example.net
CLI04621,2025-07-06,Online,,F,37.0,Mendoza,True,zbenitez@example.com
CLI04622,2022-02-18,Tienda,S20,X,,Salta,False,ayalajuana@example.net
CLI04623,2023-07-03,Online,,M,27.0,Salta,True,maria-victoriafernandez@example.net
CLI04624,2025-08-10,Online,,F,29.0,CABA,True,diazmartina@example.net
CLI04625,2023-03-04,Tienda,T02,F,31.0,Santa Fe,False,thiago-agustin17@example.com
CLI04626,2024-11-26,Online,,,43.0,Santa Fe,False,pereztomas-benjamin@example.com
CLI04627,2024-11-01,Tienda,T13,M,51.0,Santa Fe,True,guillermina17@example.com
